EIA data,,,,,,EIA data,,,,
,,,,,,,,,,
"EIA data, but copied and redated to match Clack data. ",,,,,,,,,,
Clack data goes from 1 Jan 2006 to 31 Dec 2008.  2008 is a leap year.,,,,,,,,,,
EIA data for full years goes from 1 Jan 2016 to 31 Dec 2017. 2016 is a leap year,,,,,,,,,,
"To match 3 years of clack 2017 is mapped to 2006 and 2007, 2016 is mapped to 2008. Then these 3 years are normalize to a time mean of 1.",,,,,,,,,,
,,,,,,,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,,,Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,,,,,,,
BEGIN_DATA,,,,,,,,,,
year,month,day,hour,demand,,original year,original month,original day,original hour,original demand data with 3 year mean of 1.00494788625304
2006,4,13,10,0.736356591,,2017,4,13,10,0.74
2006,4,13,11,0.734565454,,2017,4,13,11,0.7382
2006,4,13,12,0.753372399,,2017,4,13,12,0.7571
2006,4,13,13,0.803424746,,2017,4,13,13,0.8074
2006,4,13,14,0.855367738,,2017,4,13,14,0.8596
2006,4,13,15,0.886911662,,2017,4,13,15,0.8913
2006,4,13,16,0.911888081,,2017,4,13,16,0.9164
2006,4,13,17,0.931889119,,2017,4,13,17,0.9365
2006,4,13,18,0.945521666,,2017,4,13,18,0.9502
2006,4,13,19,0.956069477,,2017,4,13,19,0.9608
2006,4,13,20,0.96990104,,2017,4,13,20,0.9747
2006,4,13,21,0.983334572,,2017,4,13,21,0.9882
2006,4,13,22,0.993683368,,2017,4,13,22,0.9986
2006,4,13,23,0.994379921,,2017,4,13,23,0.9993
2006,4,13,24,1.007017392,,2017,4,13,24,1.012
2006,4,14,1,1.000748411,,2017,4,14,1,1.0057
2006,4,14,2,0.989504047,,2017,4,14,2,0.9944
2006,4,14,3,0.991096169,,2017,4,14,3,0.996
2006,4,14,4,0.979354266,,2017,4,14,4,0.9842
2006,4,14,5,0.939949238,,2017,4,14,5,0.9446
2006,4,14,6,0.88571757,,2017,4,14,6,0.8901
2006,4,14,7,0.828003135,,2017,4,14,7,0.8321
2006,4,14,8,0.78123454,,2017,4,14,8,0.7851
2006,4,14,9,0.74700391,,2017,4,14,9,0.7507
2006,4,14,10,0.727201888,,2017,4,14,10,0.7308
2006,4,14,11,0.722923059,,2017,4,14,11,0.7265
2006,4,14,12,0.733669885,,2017,4,14,12,0.7373
2006,4,14,13,0.770189191,,2017,4,14,13,0.774
2006,4,14,14,0.80790259,,2017,4,14,14,0.8119
2006,4,14,15,0.840939129,,2017,4,14,15,0.8451
2006,4,14,16,0.874672221,,2017,4,14,16,0.879
2006,4,14,17,0.89885258,,2017,4,14,17,0.9033
2006,4,14,18,0.915370849,,2017,4,14,18,0.9199
2006,4,14,19,0.928505859,,2017,4,14,19,0.9331
2006,4,14,20,0.938357116,,2017,4,14,20,0.943
2006,4,14,21,0.94999951,,2017,4,14,21,0.9547
2006,4,14,22,0.959054706,,2017,4,14,22,0.9638
2006,4,14,23,0.967214333,,2017,4,14,23,0.972
2006,4,14,24,0.970199563,,2017,4,14,24,0.975
2006,4,15,1,0.964229104,,2017,4,15,1,0.969
2006,4,15,2,0.949203449,,2017,4,15,2,0.9539
2006,4,15,3,0.948904926,,2017,4,15,3,0.9536
2006,4,15,4,0.93776007,,2017,4,15,4,0.9424
2006,4,15,5,0.90731073,,2017,4,15,5,0.9118
2006,4,15,6,0.862432781,,2017,4,15,6,0.8667
2006,4,15,7,0.812678957,,2017,4,15,7,0.8167
2006,4,15,8,0.770288699,,2017,4,15,8,0.7741
2006,4,15,9,0.737948714,,2017,4,15,9,0.7416
2006,4,15,10,0.715161462,,2017,4,15,10,0.7187
2006,4,15,11,0.705011682,,2017,4,15,11,0.7085
2006,4,15,12,0.707797897,,2017,4,15,12,0.7113
2006,4,15,13,0.720435368,,2017,4,15,13,0.724
2006,4,15,14,0.73685413,,2017,4,15,14,0.7405
2006,4,15,15,0.769194115,,2017,4,15,15,0.773
2006,4,15,16,0.811484865,,2017,4,15,16,0.8155
2006,4,15,17,0.847506634,,2017,4,15,17,0.8517
2006,4,15,18,0.874473206,,2017,4,15,18,0.8788
2006,4,15,19,0.892981628,,2017,4,15,19,0.8974
2006,4,15,20,0.904624023,,2017,4,15,20,0.9091
2006,4,15,21,0.91447528,,2017,4,15,21,0.919
2006,4,15,22,0.925122599,,2017,4,15,22,0.9297
2006,4,15,23,0.93606844,,2017,4,15,23,0.9407
2006,4,15,24,0.94323299,,2017,4,15,24,0.9479
2006,4,16,1,0.942536437,,2017,4,16,1,0.9472
2006,4,16,2,0.935371886,,2017,4,16,2,0.94
2006,4,16,3,0.938556131,,2017,4,16,3,0.9432
2006,4,16,4,0.932983703,,2017,4,16,4,0.9376
2006,4,16,5,0.905519592,,2017,4,16,5,0.91
2006,4,16,6,0.864820964,,2017,4,16,6,0.8691
2006,4,16,7,0.811186342,,2017,4,16,7,0.8152
2006,4,16,8,0.766805931,,2017,4,16,8,0.7706
2006,4,16,9,0.73217727,,2017,4,16,9,0.7358
2006,4,16,10,0.709390019,,2017,4,16,10,0.7129
2006,4,16,11,0.696354517,,2017,4,16,11,0.6998
2006,4,16,12,0.695160425,,2017,4,16,12,0.6986
2006,4,16,13,0.702523991,,2017,4,16,13,0.706
2006,4,16,14,0.718345707,,2017,4,16,14,0.7219
2006,4,16,15,0.751282738,,2017,4,16,15,0.755
2006,4,16,16,0.789195152,,2017,4,16,16,0.7931
2006,4,16,17,0.822530214,,2017,4,16,17,0.8266
2006,4,16,18,0.848203187,,2017,4,16,18,0.8524
2006,4,16,19,0.870293885,,2017,4,16,19,0.8746
2006,4,16,20,0.885120524,,2017,4,16,20,0.8895
2006,4,16,21,0.894872274,,2017,4,16,21,0.8993
2006,4,16,22,0.902136332,,2017,4,16,22,0.9066
2006,4,16,23,0.90731073,,2017,4,16,23,0.9118
2006,4,16,24,0.911191528,,2017,4,16,24,0.9157
2006,4,17,1,0.91407725,,2017,4,17,1,0.9186
2006,4,17,2,0.910893005,,2017,4,17,2,0.9154
2006,4,17,3,0.9225354,,2017,4,17,3,0.9271
2006,4,17,4,0.925023091,,2017,4,17,4,0.9296
2006,4,17,5,0.894673258,,2017,4,17,5,0.8991
2006,4,17,6,0.846312542,,2017,4,17,6,0.8505
2006,4,17,7,0.792578412,,2017,4,17,7,0.7965
2006,4,17,8,0.751979292,,2017,4,17,8,0.7557
2006,4,17,9,0.72202749,,2017,4,17,9,0.7256
2006,4,17,10,0.707996912,,2017,4,17,10,0.7115
2006,4,17,11,0.707598881,,2017,4,17,11,0.7111
2006,4,17,12,0.728694502,,2017,4,17,12,0.7323
2006,4,17,13,0.777652265,,2017,4,17,13,0.7815
2006,4,17,14,0.829993288,,2017,4,17,14,0.8341
2006,4,17,15,0.870990438,,2017,4,17,15,0.8753
2006,4,17,16,0.907808268,,2017,4,17,16,0.9123
2006,4,17,17,0.93984973,,2017,4,17,17,0.9445
2006,4,17,18,0.963632058,,2017,4,17,18,0.9684
2006,4,17,19,0.982439004,,2017,4,17,19,0.9873
2006,4,17,20,0.998360227,,2017,4,17,20,1.0033
2006,4,17,21,1.009007545,,2017,4,17,21,1.014
2006,4,17,22,1.012390805,,2017,4,17,22,1.0174
2006,4,17,23,1.013385882,,2017,4,17,23,1.0184
2006,4,17,24,1.01219179,,2017,4,17,24,1.0172
2006,4,18,1,1.004330686,,2017,4,18,1,1.0093
2006,4,18,2,0.998360227,,2017,4,18,2,1.0033
2006,4,18,3,1.006320839,,2017,4,18,3,1.0113
2006,4,18,4,0.992091245,,2017,4,18,4,0.997
2006,4,18,5,0.946417235,,2017,4,18,5,0.9511
2006,4,18,6,0.885618063,,2017,4,18,6,0.89
2006,4,18,7,0.829595257,,2017,4,18,7,0.8337
2006,4,18,8,0.784319277,,2017,4,18,8,0.7882
2006,4,18,9,0.753073876,,2017,4,18,9,0.7568
2006,4,18,10,0.735660038,,2017,4,18,10,0.7393
2006,4,18,11,0.733072839,,2017,4,18,11,0.7367
2006,4,18,12,0.753969445,,2017,4,18,12,0.7577
2006,4,18,13,0.805016868,,2017,4,18,13,0.809
2006,4,18,14,0.856064291,,2017,4,18,14,0.8603
2006,4,18,15,0.887807231,,2017,4,18,15,0.8922
2006,4,18,16,0.913181681,,2017,4,18,16,0.9177
2006,4,18,17,0.935471394,,2017,4,18,17,0.9401
2006,4,18,18,0.95338277,,2017,4,18,18,0.9581
2006,4,18,19,0.96820941,,2017,4,18,19,0.973
2006,4,18,20,0.983931618,,2017,4,18,20,0.9888
2006,4,18,21,0.997464658,,2017,4,18,21,1.0024
2006,4,18,22,1.006619362,,2017,4,18,22,1.0116
2006,4,18,23,1.014978004,,2017,4,18,23,1.02
2006,4,18,24,1.019953387,,2017,4,18,24,1.025
2006,4,19,1,1.017863726,,2017,4,19,1,1.0229
2006,4,19,2,1.012291298,,2017,4,19,2,1.0173
2006,4,19,3,1.018162249,,2017,4,19,3,1.0232
2006,4,19,4,1.004828224,,2017,4,19,4,1.0098
2006,4,19,5,0.960149291,,2017,4,19,5,0.9649
2006,4,19,6,0.900842733,,2017,4,19,6,0.9053
2006,4,19,7,0.840143068,,2017,4,19,7,0.8443
2006,4,19,8,0.794170535,,2017,4,19,8,0.7981
2006,4,19,9,0.76262661,,2017,4,19,9,0.7664
2006,4,19,10,0.745013757,,2017,4,19,10,0.7487
2006,4,19,11,0.741232466,,2017,4,19,11,0.7449
2006,4,19,12,0.762726118,,2017,4,19,12,0.7665
2006,4,19,13,0.812678957,,2017,4,19,13,0.8167
2006,4,19,14,0.86372638,,2017,4,19,14,0.868
2006,4,19,15,0.89755898,,2017,4,19,15,0.902
2006,4,19,16,0.927112752,,2017,4,19,16,0.9317
2006,4,19,17,0.952686217,,2017,4,19,17,0.9574
2006,4,19,18,0.972687254,,2017,4,19,18,0.9775
2006,4,19,19,0.986618325,,2017,4,19,19,0.9915
2006,4,19,20,1.00333561,,2017,4,19,20,1.0083
2006,4,19,21,1.019654864,,2017,4,19,21,1.0247
2006,4,19,22,1.033287411,,2017,4,19,22,1.0384
2006,4,19,23,1.043835222,,2017,4,19,23,1.049
2006,4,19,24,1.052591895,,2017,4,19,24,1.0578
2006,4,20,1,1.051696326,,2017,4,20,1,1.0569
2006,4,20,2,1.044631283,,2017,4,20,2,1.0498
2006,4,20,3,1.042541623,,2017,4,20,3,1.0477
2006,4,20,4,1.02741646,,2017,4,20,4,1.0325
2006,4,20,5,0.981543435,,2017,4,20,5,0.9864
2006,4,20,6,0.922236877,,2017,4,20,6,0.9268
2006,4,20,7,0.859149028,,2017,4,20,7,0.8634
2006,4,20,8,0.81168388,,2017,4,20,8,0.8157
2006,4,20,9,0.777254234,,2017,4,20,9,0.7811
2006,4,20,10,0.758347781,,2017,4,20,10,0.7621
2006,4,20,11,0.752675846,,2017,4,20,11,0.7564
2006,4,20,12,0.768895592,,2017,4,20,12,0.7727
2006,4,20,13,0.819843508,,2017,4,20,13,0.8239
2006,4,20,14,0.872881084,,2017,4,20,14,0.8772
2006,4,20,15,0.908206299,,2017,4,20,15,0.9127
2006,4,20,16,0.939153177,,2017,4,20,16,0.9438
2006,4,20,17,0.965920734,,2017,4,20,17,0.9707
2006,4,20,18,0.988210447,,2017,4,20,18,0.9931
2006,4,20,19,1.007614438,,2017,4,20,19,1.0126
2006,4,20,20,1.027515968,,2017,4,20,20,1.0326
2006,4,20,21,1.045128821,,2017,4,20,21,1.0503
2006,4,20,22,1.058860877,,2017,4,20,22,1.0641
2006,4,20,23,1.068612626,,2017,4,20,23,1.0739
2006,4,20,24,1.072592932,,2017,4,20,24,1.0779
2006,4,21,1,1.063139706,,2017,4,21,1,1.0684
2006,4,21,2,1.050800757,,2017,4,21,2,1.056
2006,4,21,3,1.046820451,,2017,4,21,3,1.052
2006,4,21,4,1.030202674,,2017,4,21,4,1.0353
2006,4,21,5,0.982538511,,2017,4,21,5,0.9874
2006,4,21,6,0.921341308,,2017,4,21,6,0.9259
2006,4,21,7,0.858352967,,2017,4,21,7,0.8626
2006,4,21,8,0.810788312,,2017,4,21,8,0.8148
2006,4,21,9,0.77406999,,2017,4,21,9,0.7779
2006,4,21,10,0.753869937,,2017,4,21,10,0.7576
2006,4,21,11,0.74869554,,2017,4,21,11,0.7524
2006,4,21,12,0.766706424,,2017,4,21,12,0.7705
2006,4,21,13,0.814768618,,2017,4,21,13,0.8188
2006,4,21,14,0.867905701,,2017,4,21,14,0.8722
2006,4,21,15,0.905917623,,2017,4,21,15,0.9104
2006,4,21,16,0.939650715,,2017,4,21,16,0.9443
2006,4,21,17,0.967512856,,2017,4,21,17,0.9723
2006,4,21,18,0.985921771,,2017,4,21,18,0.9908
2006,4,21,19,1.000250872,,2017,4,21,19,1.0052
2006,4,21,20,1.015873573,,2017,4,21,20,1.0209
2006,4,21,21,1.028610552,,2017,4,21,21,1.0337
2006,4,21,22,1.036670671,,2017,4,21,22,1.0418
2006,4,21,23,1.041944577,,2017,4,21,23,1.0471
2006,4,21,24,1.044133745,,2017,4,21,24,1.0493
2006,4,22,1,1.034083473,,2017,4,22,1,1.0392
2006,4,22,2,1.016072588,,2017,4,22,2,1.0211
2006,4,22,3,1.010301145,,2017,4,22,3,1.0153
2006,4,22,4,0.995574013,,2017,4,22,4,1.0005
2006,4,22,5,0.955372923,,2017,4,22,5,0.9601
2006,4,22,6,0.904723531,,2017,4,22,6,0.9092
2006,4,22,7,0.845217958,,2017,4,22,7,0.8494
2006,4,22,8,0.802728192,,2017,4,22,8,0.8067
2006,4,22,9,0.769691653,,2017,4,22,9,0.7735
2006,4,22,10,0.746108341,,2017,4,22,10,0.7498
2006,4,22,11,0.733669885,,2017,4,22,11,0.7373
2006,4,22,12,0.73556053,,2017,4,22,12,0.7392
2006,4,22,13,0.749889631,,2017,4,22,13,0.7536
2006,4,22,14,0.770388207,,2017,4,22,14,0.7742
2006,4,22,15,0.802628685,,2017,4,22,15,0.8066
2006,4,22,16,0.840939129,,2017,4,22,16,0.8451
2006,4,22,17,0.874075175,,2017,4,22,17,0.8784
2006,4,22,18,0.897957011,,2017,4,22,18,0.9024
2006,4,22,19,0.912186604,,2017,4,22,19,0.9167
2006,4,22,20,0.918455586,,2017,4,22,20,0.923
2006,4,22,21,0.919948201,,2017,4,22,21,0.9245
2006,4,22,22,0.921739339,,2017,4,22,22,0.9263
2006,4,22,23,0.924724568,,2017,4,22,23,0.9293
2006,4,22,24,0.926913736,,2017,4,22,24,0.9315
2006,4,23,1,0.922833923,,2017,4,23,1,0.9274
2006,4,23,2,0.916067403,,2017,4,23,2,0.9206
2006,4,23,3,0.919052632,,2017,4,23,3,0.9236
2006,4,23,4,0.913181681,,2017,4,23,4,0.9177
2006,4,23,5,0.886513631,,2017,4,23,5,0.8909
2006,4,23,6,0.845815004,,2017,4,23,6,0.85
2006,4,23,7,0.803126223,,2017,4,23,7,0.8071
2006,4,23,8,0.767601993,,2017,4,23,8,0.7714
2006,4,23,9,0.739242313,,2017,4,23,9,0.7429
2006,4,23,10,0.721828475,,2017,4,23,10,0.7254
2006,4,23,11,0.713270817,,2017,4,23,11,0.7168
2006,4,23,12,0.714166386,,2017,4,23,12,0.7177
2006,4,23,13,0.722823551,,2017,4,23,13,0.7264
2006,4,23,14,0.734863977,,2017,4,23,14,0.7385
2006,4,23,15,0.761133996,,2017,4,23,15,0.7649
2006,4,23,16,0.785811892,,2017,4,23,16,0.7897
2006,4,23,17,0.805812929,,2017,4,23,17,0.8098
2006,4,23,18,0.818947939,,2017,4,23,18,0.823
2006,4,23,19,0.828401165,,2017,4,23,19,0.8325
2006,4,23,20,0.834471132,,2017,4,23,20,0.8386
2006,4,23,21,0.83835193,,2017,4,23,21,0.8425
2006,4,23,22,0.843128297,,2017,4,23,22,0.8473
2006,4,23,23,0.853875123,,2017,4,23,23,0.8581
2006,4,23,24,0.869199301,,2017,4,23,24,0.8735
2006,4,24,1,0.881538249,,2017,4,24,1,0.8859
2006,4,24,2,0.893180644,,2017,4,24,2,0.8976
2006,4,24,3,0.910096944,,2017,4,24,3,0.9146
2006,4,24,4,0.910594482,,2017,4,24,4,0.9151
2006,4,24,5,0.878354004,,2017,4,24,5,0.8827
2006,4,24,6,0.831386395,,2017,4,24,6,0.8355
2006,4,24,7,0.783821739,,2017,4,24,7,0.7877
2006,4,24,8,0.74869554,,2017,4,24,8,0.7524
2006,4,24,9,0.72541075,,2017,4,24,9,0.729
2006,4,24,10,0.714265894,,2017,4,24,10,0.7178
2006,4,24,11,0.715360478,,2017,4,24,11,0.7189
2006,4,24,12,0.742924096,,2017,4,24,12,0.7466
2006,4,24,13,0.800937055,,2017,4,24,13,0.8049
2006,4,24,14,0.857954937,,2017,4,24,14,0.8622
2006,4,24,15,0.890493937,,2017,4,24,15,0.8949
2006,4,24,16,0.91407725,,2017,4,24,16,0.9186
2006,4,24,17,0.933381733,,2017,4,24,17,0.938
2006,4,24,18,0.944427082,,2017,4,24,18,0.9491
2006,4,24,19,0.951193602,,2017,4,24,19,0.9559
2006,4,24,20,0.958457661,,2017,4,24,20,0.9632
2006,4,24,21,0.962238951,,2017,4,24,21,0.967
2006,4,24,22,0.966020242,,2017,4,24,22,0.9708
2006,4,24,23,0.972886269,,2017,4,24,23,0.9777
2006,4,24,24,0.980249835,,2017,4,24,24,0.9851
2006,4,25,1,0.980150328,,2017,4,25,1,0.985
2006,4,25,2,0.976966083,,2017,4,25,2,0.9818
2006,4,25,3,0.981543435,,2017,4,25,3,0.9864
2006,4,25,4,0.971294147,,2017,4,25,4,0.9761
2006,4,25,5,0.928903889,,2017,4,25,5,0.9335
2006,4,25,6,0.871388469,,2017,4,25,6,0.8757
2006,4,25,7,0.812579449,,2017,4,25,7,0.8166
2006,4,25,8,0.771582299,,2017,4,25,8,0.7754
2006,4,25,9,0.743023604,,2017,4,25,9,0.7467
2006,4,25,10,0.726803857,,2017,4,25,10,0.7304
2006,4,25,11,0.722923059,,2017,4,25,11,0.7265
2006,4,25,12,0.746008833,,2017,4,25,12,0.7497
2006,4,25,13,0.803922284,,2017,4,25,13,0.8079
2006,4,25,14,0.856462322,,2017,4,25,14,0.8607
2006,4,25,15,0.889001323,,2017,4,25,15,0.8934
2006,4,25,16,0.915271342,,2017,4,25,16,0.9198
2006,4,25,17,0.936167947,,2017,4,25,17,0.9408
2006,4,25,18,0.949203449,,2017,4,25,18,0.9539
2006,4,25,19,0.959850768,,2017,4,25,19,0.9646
2006,4,25,20,0.973184792,,2017,4,25,20,0.978
2006,4,25,21,0.984429157,,2017,4,25,21,0.9893
2006,4,25,22,0.997365151,,2017,4,25,22,1.0023
2006,4,25,23,1.010400653,,2017,4,25,23,1.0154
2006,4,25,24,1.021246986,,2017,4,25,24,1.0263
2006,4,26,1,1.021246986,,2017,4,26,1,1.0263
2006,4,26,2,1.016172096,,2017,4,26,2,1.0212
2006,4,26,3,1.017366188,,2017,4,26,3,1.0224
2006,4,26,4,1.008211484,,2017,4,26,4,1.0132
2006,4,26,5,0.965025165,,2017,4,26,5,0.9698
2006,4,26,6,0.907509745,,2017,4,26,6,0.912
2006,4,26,7,0.854273154,,2017,4,26,7,0.8585
2006,4,26,8,0.797056256,,2017,4,26,8,0.801
2006,4,26,9,0.762825626,,2017,4,26,9,0.7666
2006,4,26,10,0.744516218,,2017,4,26,10,0.7482
2006,4,26,11,0.741132958,,2017,4,26,11,0.7448
2006,4,26,12,0.763522179,,2017,4,26,12,0.7673
2006,4,26,13,0.818350893,,2017,4,26,13,0.8224
2006,4,26,14,0.8704929,,2017,4,26,14,0.8748
2006,4,26,15,0.903429931,,2017,4,26,15,0.9079
2006,4,26,16,0.930794535,,2017,4,26,16,0.9354
2006,4,26,17,0.954477355,,2017,4,26,17,0.9592
2006,4,26,18,0.972687254,,2017,4,26,18,0.9775
2006,4,26,19,0.987115863,,2017,4,26,19,0.992
2006,4,26,20,1.004231178,,2017,4,26,20,1.0092
2006,4,26,21,1.01856028,,2017,4,26,21,1.0236
2006,4,26,22,1.030202674,,2017,4,26,22,1.0353
2006,4,26,23,1.042143592,,2017,4,26,23,1.0473
2006,4,26,24,1.051895342,,2017,4,26,24,1.0571
2006,4,27,1,1.048412574,,2017,4,27,1,1.0536
2006,4,27,2,1.037765256,,2017,4,27,2,1.0429
2006,4,27,3,1.034581011,,2017,4,27,3,1.0397
2006,4,27,4,1.01856028,,2017,4,27,4,1.0236
2006,4,27,5,0.968706948,,2017,4,27,5,0.9735
2006,4,27,6,0.908803344,,2017,4,27,6,0.9133
2006,4,27,7,0.845815004,,2017,4,27,7,0.85
2006,4,27,8,0.799344932,,2017,4,27,8,0.8033
2006,4,27,9,0.766208886,,2017,4,27,9,0.77
2006,4,27,10,0.747103417,,2017,4,27,10,0.7508
2006,4,27,11,0.743322127,,2017,4,27,11,0.747
2006,4,27,12,0.766109378,,2017,4,27,12,0.7699
2006,4,27,13,0.818151878,,2017,4,27,13,0.8222
2006,4,27,14,0.870990438,,2017,4,27,14,0.8753
2006,4,27,15,0.907111714,,2017,4,27,15,0.9116
2006,4,27,16,0.933779764,,2017,4,27,16,0.9384
2006,4,27,17,0.955770954,,2017,4,27,17,0.9605
2006,4,27,18,0.973483315,,2017,4,27,18,0.9783
2006,4,27,19,0.986319802,,2017,4,27,19,0.9912
2006,4,27,20,0.998957273,,2017,4,27,20,1.0039
2006,4,27,21,1.011097206,,2017,4,27,21,1.0161
2006,4,27,22,1.021645017,,2017,4,27,22,1.0267
2006,4,27,23,1.03079972,,2017,4,27,23,1.0359
2006,4,27,24,1.03587461,,2017,4,27,24,1.041
2006,4,28,1,1.030501197,,2017,4,28,1,1.0356
2006,4,28,2,1.021147478,,2017,4,28,2,1.0262
2006,4,28,3,1.023137631,,2017,4,28,3,1.0282
2006,4,28,4,1.012291298,,2017,4,28,4,1.0173
2006,4,28,5,0.969303994,,2017,4,28,5,0.9741
2006,4,28,6,0.914176757,,2017,4,28,6,0.9187
2006,4,28,7,0.856064291,,2017,4,28,7,0.8603
2006,4,28,8,0.811584373,,2017,4,28,8,0.8156
2006,4,28,9,0.778846357,,2017,4,28,9,0.7827
2006,4,28,10,0.761233503,,2017,4,28,10,0.765
2006,4,28,11,0.759044335,,2017,4,28,11,0.7628
2006,4,28,12,0.780637494,,2017,4,28,12,0.7845
2006,4,28,13,0.830391318,,2017,4,28,13,0.8345
2006,4,28,14,0.882931356,,2017,4,28,14,0.8873
2006,4,28,15,0.922336384,,2017,4,28,15,0.9269
2006,4,28,16,0.956268492,,2017,4,28,16,0.961
2006,4,28,17,0.985026202,,2017,4,28,17,0.9899
2006,4,28,18,1.007216408,,2017,4,28,18,1.0122
2006,4,28,19,1.027316953,,2017,4,28,19,1.0324
2006,4,28,20,1.047118974,,2017,4,28,20,1.0523
2006,4,28,21,1.065428382,,2017,4,28,21,1.0707
2006,4,28,22,1.079956498,,2017,4,28,22,1.0853
2006,4,28,23,1.088414648,,2017,4,28,23,1.0938
2006,4,28,24,1.090404801,,2017,4,28,24,1.0958
2006,4,29,1,1.079060929,,2017,4,29,1,1.0844
2006,4,29,2,1.059457923,,2017,4,29,2,1.0647
2006,4,29,3,1.052293372,,2017,4,29,3,1.0575
2006,4,29,4,1.037864763,,2017,4,29,4,1.043
2006,4,29,5,0.997464658,,2017,4,29,5,1.0024
2006,4,29,6,0.947611327,,2017,4,29,6,0.9523
2006,4,29,7,0.894772766,,2017,4,29,7,0.8992
2006,4,29,8,0.847208111,,2017,4,29,8,0.8514
2006,4,29,9,0.810688804,,2017,4,29,9,0.8147
2006,4,29,10,0.788697614,,2017,4,29,10,0.7926
2006,4,29,11,0.775662112,,2017,4,29,11,0.7795
2006,4,29,12,0.77615965,,2017,4,29,12,0.78
2006,4,29,13,0.789891706,,2017,4,29,13,0.7938
2006,4,29,14,0.813873049,,2017,4,29,14,0.8179
2006,4,29,15,0.855865276,,2017,4,29,15,0.8601
2006,4,29,16,0.900146179,,2017,4,29,16,0.9046
2006,4,29,17,0.941242838,,2017,4,29,17,0.9459
2006,4,29,18,0.974776915,,2017,4,29,18,0.9796
2006,4,29,19,1.001146441,,2017,4,29,19,1.0061
2006,4,29,20,1.019256833,,2017,4,29,20,1.0243
2006,4,29,21,1.030501197,,2017,4,29,21,1.0356
2006,4,29,22,1.038362301,,2017,4,29,22,1.0435
2006,4,29,23,1.044730791,,2017,4,29,23,1.0499
2006,4,29,24,1.045427344,,2017,4,29,24,1.0506
2006,4,30,1,1.03716821,,2017,4,30,1,1.0423
2006,4,30,2,1.019555356,,2017,4,30,2,1.0246
2006,4,30,3,1.016570127,,2017,4,30,3,1.0216
2006,4,30,4,1.003435117,,2017,4,30,4,1.0084
2006,4,30,5,0.964925658,,2017,4,30,5,0.9697
2006,4,30,6,0.916763956,,2017,4,30,6,0.9213
2006,4,30,7,0.868303732,,2017,4,30,7,0.8726
2006,4,30,8,0.819744,,2017,4,30,8,0.8238
2006,4,30,9,0.783622724,,2017,4,30,9,0.7875
2006,4,30,10,0.755661075,,2017,4,30,10,0.7594
2006,4,30,11,0.740734928,,2017,4,30,11,0.7444
2006,4,30,12,0.736356591,,2017,4,30,12,0.74
2006,4,30,13,0.740336897,,2017,4,30,13,0.744
2006,4,30,14,0.755561567,,2017,4,30,14,0.7593
2006,4,30,15,0.790289736,,2017,4,30,15,0.7942
2006,4,30,16,0.829396242,,2017,4,30,16,0.8335
2006,4,30,17,0.863029827,,2017,4,30,17,0.8673
2006,4,30,18,0.890294922,,2017,4,30,18,0.8947
2006,4,30,19,0.912584635,,2017,4,30,19,0.9171
2006,4,30,20,0.927809305,,2017,4,30,20,0.9324
2006,4,30,21,0.937959085,,2017,4,30,21,0.9426
2006,4,30,22,0.945720682,,2017,4,30,22,0.9504
2006,4,30,23,0.955273416,,2017,4,30,23,0.96
2006,4,30,24,0.965920734,,2017,4,30,24,0.9707
2006,5,1,1,0.970000548,,2017,5,1,1,0.9748
2006,5,1,2,0.967413349,,2017,5,1,2,0.9722
2006,5,1,3,0.976369037,,2017,5,1,3,0.9812
2006,5,1,4,0.970796609,,2017,5,1,4,0.9756
2006,5,1,5,0.931192565,,2017,5,1,5,0.9358
2006,5,1,6,0.879747111,,2017,5,1,6,0.8841
2006,5,1,7,0.828699688,,2017,5,1,7,0.8328
2006,5,1,8,0.786607953,,2017,5,1,8,0.7905
2006,5,1,9,0.757253197,,2017,5,1,9,0.761
2006,5,1,10,0.74063542,,2017,5,1,10,0.7443
2006,5,1,11,0.740038374,,2017,5,1,11,0.7437
2006,5,1,12,0.763124149,,2017,5,1,12,0.7669
2006,5,1,13,0.819544985,,2017,5,1,13,0.8236
2006,5,1,14,0.874771729,,2017,5,1,14,0.8791
2006,5,1,15,0.915072326,,2017,5,1,15,0.9196
2006,5,1,16,0.945621174,,2017,5,1,16,0.9503
2006,5,1,17,0.969204486,,2017,5,1,17,0.974
2006,5,1,18,0.985822264,,2017,5,1,18,0.9907
2006,5,1,19,0.996867612,,2017,5,1,19,1.0018
2006,5,1,20,1.009704099,,2017,5,1,20,1.0147
2006,5,1,21,1.020351417,,2017,5,1,21,1.0254
2006,5,1,22,1.029406613,,2017,5,1,22,1.0345
2006,5,1,23,1.039058855,,2017,5,1,23,1.0442
2006,5,1,24,1.050104204,,2017,5,1,24,1.0553
2006,5,2,1,1.047417497,,2017,5,2,1,1.0526
2006,5,2,2,1.043337684,,2017,5,2,2,1.0485
2006,5,2,3,1.043039161,,2017,5,2,3,1.0482
2006,5,2,4,1.028113014,,2017,5,2,4,1.0332
2006,5,2,5,0.979354266,,2017,5,2,5,0.9842
2006,5,2,6,0.918157063,,2017,5,2,6,0.9227
2006,5,2,7,0.86203475,,2017,5,2,7,0.8663
2006,5,2,8,0.813674033,,2017,5,2,8,0.8177
